Filière,Produit,ville,annee,production_tonnes,superficie_ha,température moyenne,température maximale,température minimale,vitesse du vent,température du vent,précipitations moyennes par jour,précipitations totales sur le mois,humidité,visibilité,couverture nuageuse,irrigation,type_sol,mecanisation
Industrielles,Henné,Fes,2020,1679.06,915.24,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Industrielles,Henné,Marrakech,2020,1562.34,971.64,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Industrielles,Henné,Meknes,2020,1588.69,939.44,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Industrielles,Henné,Ouarzazate,2020,1655.6,896.9,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Industrielles,Henné,Oulad Teima,2020,1783.19,877.94,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Industrielles,Henné,Rabat,2020,1589.25,971.18,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Industrielles,Henné,Sefrou,2020,1748.96,882.75,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Industrielles,Henné,Sidi Ifni,2020,1596.63,1001.86,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Industrielles,Henné,Skhirate,2020,1628.33,1040.92,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Industrielles,Henné,Tanger,2020,1614.71,895.12,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Industrielles,Henné,Taounate,2020,1578.43,954.42,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Industrielles,Henné,Tarfaya,2020,1787.21,1005.84,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Industrielles,Henné,Taza,2020,1715.35,919.07,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Industrielles,Henné,Tiflet,2020,1842.41,1040.79,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Industrielles,Henné,Youssoufia,2020,1589.38,1034.59,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Industrielles,Piment de Cayenne,Agadir,2020,11.15,21.18,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Industrielles,Piment de Cayenne,Fes,2020,11.54,20.83,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Industrielles,Piment de Cayenne,Marrakech,2020,12.64,25.19,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Industrielles,Piment de Cayenne,Meknes,2020,11.53,25.1,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Industrielles,Piment de Cayenne,Ouarzazate,2020,11.78,22.64,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Industrielles,Piment de Cayenne,Oulad Teima,2020,11.52,20.93,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Industrielles,Piment de Cayenne,Rabat,2020,10.99,23.55,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Industrielles,Piment de Cayenne,Sefrou,2020,13.05,22.05,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Industrielles,Piment de Cayenne,Sidi Ifni,2020,12.12,25.01,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Industrielles,Piment de Cayenne,Skhirate,2020,12.69,24.36,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Industrielles,Piment de Cayenne,Tanger,2020,12.38,23.69,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Industrielles,Piment de Cayenne,Taounate,2020,12.03,22.01,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Industrielles,Piment de Cayenne,Tarfaya,2020,11.02,23.93,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Industrielles,Piment de Cayenne,Taza,2020,12.34,22.03,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Industrielles,Piment de Cayenne,Tiflet,2020,11.17,20.87,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Industrielles,Piment de Cayenne,Youssoufia,2020,11.79,23.04,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Industrielles,Rosier,Agadir,2020,3900.18,3499.06,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Industrielles,Rosier,Fes,2020,4016.61,3691.47,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Industrielles,Rosier,Marrakech,2020,3942.71,3763.48,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Industrielles,Rosier,Meknes,2020,3932.43,3404.92,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Industrielles,Rosier,Ouarzazate,2020,3535.13,3471.56,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Industrielles,Rosier,Oulad Teima,2020,3685.0,3486.24,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Industrielles,Rosier,Rabat,2020,3454.43,3383.71,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Industrielles,Rosier,Sefrou,2020,3968.89,3677.71,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Industrielles,Rosier,Sidi Ifni,2020,4146.15,3522.5,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Industrielles,Rosier,Skhirate,2020,3622.63,3797.35,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Industrielles,Rosier,Tanger,2020,3488.48,3612.43,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Industrielles,Rosier,Taounate,2020,3783.42,3304.92,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Industrielles,Rosier,Tarfaya,2020,4073.23,3271.9,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Industrielles,Rosier,Taza,2020,3841.52,3417.49,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Industrielles,Rosier,Tiflet,2020,3457.37,3399.63,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Industrielles,Rosier,Youssoufia,2020,4162.64,3441.86,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Industrielles,Safran,Agadir,2020,0.11,702.54,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Industrielles,Safran,Fes,2020,0.09,821.73,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Industrielles,Safran,Marrakech,2020,0.11,696.86,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Industrielles,Safran,Meknes,2020,0.1,772.9,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Industrielles,Safran,Ouarzazate,2020,0.1,676.96,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Industrielles,Safran,Oulad Teima,2020,0.1,736.04,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Industrielles,Safran,Rabat,2020,0.11,721.38,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Industrielles,Safran,Sefrou,2020,0.1,732.3,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Industrielles,Safran,Sidi Ifni,2020,0.09,749.71,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Industrielles,Safran,Skhirate,2020,0.11,765.06,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Industrielles,Safran,Tanger,2020,0.09,762.53,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Industrielles,Safran,Taounate,2020,0.1,769.61,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Industrielles,Safran,Tarfaya,2020,0.1,801.68,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Industrielles,Safran,Taza,2020,0.09,808.01,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Industrielles,Safran,Tiflet,2020,0.09,785.59,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Industrielles,Safran,Youssoufia,2020,0.11,686.84,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Autres légumineuses,Agadir,2020,3401.97,87.38,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Autres légumineuses,Fes,2020,3564.39,87.16,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Autres légumineuses,Marrakech,2020,3460.32,83.39,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Autres légumineuses,Meknes,2020,3614.71,80.28,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Autres légumineuses,Ouarzazate,2020,3443.15,76.01,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Autres légumineuses,Oulad Teima,2020,3310.47,84.1,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Autres légumineuses,Rabat,2020,3363.03,86.05,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Autres légumineuses,Sefrou,2020,3705.8,82.64,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Autres légumineuses,Sidi Ifni,2020,3435.4,82.07,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Autres légumineuses,Skhirate,2020,3259.35,75.09,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Autres légumineuses,Tanger,2020,3758.03,77.72,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Autres légumineuses,Taounate,2020,3662.6,83.57,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Autres légumineuses,Tarfaya,2020,3150.24,72.27,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Autres légumineuses,Taza,2020,3802.52,82.26,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Autres légumineuses,Tiflet,2020,3592.29,84.27,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Autres légumineuses,Youssoufia,2020,3222.57,77.36,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Fève,Agadir,2020,1761.28,140.03,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Fève,Fes,2020,1930.55,162.77,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Fève,Marrakech,2020,1963.02,142.04,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Fève,Meknes,2020,1761.97,149.05,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Fève,Ouarzazate,2020,1768.64,159.34,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Fève,Oulad Teima,2020,1787.29,162.7,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Fève,Rabat,2020,1895.44,164.09,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Fève,Sefrou,2020,1736.98,153.93,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Fève,Sidi Ifni,2020,1711.86,152.26,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Fève,Skhirate,2020,1925.5,163.66,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Fève,Tanger,2020,1962.77,154.93,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Fève,Taounate,2020,1859.35,155.41,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Fève,Tarfaya,2020,1808.37,150.98,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Fève,Taza,2020,1833.73,149.11,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Fève,Tiflet,2020,1817.51,152.4,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Fève,Youssoufia,2020,2030.02,148.86,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Lentille,Agadir,2020,1517.21,62.97,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Lentille,Fes,2020,1355.93,71.42,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Lentille,Marrakech,2020,1406.65,62.87,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Lentille,Meknes,2020,1452.68,61.83,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Lentille,Ouarzazate,2020,1472.54,63.1,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Lentille,Oulad Teima,2020,1430.84,66.18,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Lentille,Rabat,2020,1529.32,70.34,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Lentille,Sefrou,2020,1517.07,68.74,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Lentille,Sidi Ifni,2020,1441.49,69.45,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Lentille,Skhirate,2020,1542.08,69.67,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Lentille,Tanger,2020,1512.31,70.47,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Lentille,Taounate,2020,1520.23,61.56,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Lentille,Tarfaya,2020,1571.44,64.46,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Lentille,Taza,2020,1372.74,63.51,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Lentille,Tiflet,2020,1373.08,63.46,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Lentille,Youssoufia,2020,1552.02,66.98,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Orobe,Agadir,2020,337.42,49.02,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Orobe,Fes,2020,347.3,51.16,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Orobe,Marrakech,2020,292.04,48.82,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Orobe,Meknes,2020,328.18,48.11,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Orobe,Ouarzazate,2020,297.26,48.53,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Orobe,Oulad Teima,2020,320.25,53.04,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Orobe,Rabat,2020,297.97,51.01,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Orobe,Sefrou,2020,296.2,54.74,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Orobe,Sidi Ifni,2020,288.78,53.33,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Orobe,Skhirate,2020,328.34,49.86,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Orobe,Tanger,2020,310.98,47.42,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Orobe,Taounate,2020,294.73,51.74,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Orobe,Tarfaya,2020,308.66,52.27,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Orobe,Taza,2020,298.81,49.64,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Orobe,Tiflet,2020,348.27,47.3,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Orobe,Youssoufia,2020,308.48,50.57,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Petit pois,Agadir,2020,384.78,955.52,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Petit pois,Fes,2020,425.05,1093.44,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Petit pois,Marrakech,2020,409.76,1030.91,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Petit pois,Meknes,2020,414.73,963.18,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Petit pois,Ouarzazate,2020,408.83,947.86,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Petit pois,Oulad Teima,2020,433.52,1048.56,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Petit pois,Rabat,2020,374.68,1046.77,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Petit pois,Sefrou,2020,436.93,1024.52,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Petit pois,Sidi Ifni,2020,424.34,1027.97,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Petit pois,Skhirate,2020,405.08,1025.88,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Petit pois,Tanger,2020,410.92,976.88,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Petit pois,Taounate,2020,409.85,1092.92,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Petit pois,Tarfaya,2020,362.85,1000.83,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Petit pois,Taza,2020,375.55,908.59,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Petit pois,Tiflet,2020,434.73,974.52,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Petit pois,Youssoufia,2020,400.74,930.69,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Légumineuses,Pois chiche,Agadir,2020,9464.01,87.54,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Légumineuses,Pois chiche,Fes,2020,10208.35,91.95,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Légumineuses,Pois chiche,Marrakech,2020,9747.57,81.41,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Légumineuses,Pois chiche,Meknes,2020,8755.54,96.66,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Légumineuses,Pois chiche,Ouarzazate,2020,10158.3,91.99,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Légumineuses,Pois chiche,Oulad Teima,2020,10150.5,86.32,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Légumineuses,Pois chiche,Rabat,2020,9050.39,86.6,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Légumineuses,Pois chiche,Sefrou,2020,10585.92,89.38,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Légumineuses,Pois chiche,Sidi Ifni,2020,9164.38,85.47,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Légumineuses,Pois chiche,Skhirate,2020,9618.03,81.08,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Légumineuses,Pois chiche,Tanger,2020,8952.59,81.48,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Légumineuses,Pois chiche,Taounate,2020,9900.37,87.44,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Légumineuses,Pois chiche,Tarfaya,2020,9458.38,83.24,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Légumineuses,Pois chiche,Taza,2020,9415.16,81.4,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Légumineuses,Pois chiche,Tiflet,2020,10334.34,96.47,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Légumineuses,Pois chiche,Youssoufia,2020,8748.55,85.93,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Maraîchage,Ail,Agadir,2020,158.94,280.17,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Maraîchage,Ail,Fes,2020,152.14,262.05,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Maraîchage,Ail,Marrakech,2020,164.58,254.62,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Maraîchage,Ail,Meknes,2020,152.68,293.71,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Maraîchage,Ail,Ouarzazate,2020,136.66,259.0,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Maraîchage,Ail,Oulad Teima,2020,136.52,253.44,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Maraîchage,Ail,Rabat,2020,161.49,284.88,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Maraîchage,Ail,Sefrou,2020,160.24,252.75,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Maraîchage,Ail,Sidi Ifni,2020,145.38,276.43,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Maraîchage,Ail,Skhirate,2020,153.54,268.17,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Maraîchage,Ail,Tanger,2020,149.69,269.89,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Maraîchage,Ail,Taounate,2020,164.01,252.22,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Maraîchage,Ail,Tarfaya,2020,163.5,306.0,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Maraîchage,Ail,Taza,2020,164.52,280.95,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Maraîchage,Ail,Tiflet,2020,160.99,284.06,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Maraîchage,Ail,Youssoufia,2020,162.29,289.3,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Maraîchage,Artichaut,Agadir,2020,47.17,15.89,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Maraîchage,Artichaut,Fes,2020,53.31,15.32,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Maraîchage,Artichaut,Marrakech,2020,52.09,15.79,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Maraîchage,Artichaut,Meknes,2020,54.63,14.85,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Maraîchage,Artichaut,Ouarzazate,2020,50.71,14.61,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Maraîchage,Artichaut,Oulad Teima,2020,45.85,15.97,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Maraîchage,Artichaut,Rabat,2020,50.97,16.1,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Maraîchage,Artichaut,Sefrou,2020,51.87,13.91,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Maraîchage,Artichaut,Sidi Ifni,2020,47.2,15.13,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Maraîchage,Artichaut,Skhirate,2020,48.94,15.55,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Maraîchage,Artichaut,Tanger,2020,50.99,13.75,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Maraîchage,Artichaut,Taounate,2020,48.74,16.29,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Maraîchage,Artichaut,Tarfaya,2020,48.75,15.06,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Maraîchage,Artichaut,Taza,2020,46.33,15.44,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Maraîchage,Artichaut,Tiflet,2020,54.41,14.03,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Maraîchage,Artichaut,Youssoufia,2020,52.5,14.29,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Maraîchage,Asperge,Agadir,2020,9.0,3.7,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Maraîchage,Asperge,Fes,2020,10.53,3.81,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Maraîchage,Asperge,Marrakech,2020,10.48,3.99,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Maraîchage,Asperge,Meknes,2020,9.02,4.27,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Maraîchage,Asperge,Ouarzazate,2020,9.74,4.03,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Maraîchage,Asperge,Oulad Teima,2020,10.21,3.8,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Maraîchage,Asperge,Rabat,2020,9.91,3.64,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Maraîchage,Asperge,Sefrou,2020,10.56,4.1,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Maraîchage,Asperge,Sidi Ifni,2020,9.85,3.94,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Maraîchage,Asperge,Skhirate,2020,9.31,4.39,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Maraîchage,Asperge,Tanger,2020,10.95,4.22,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Maraîchage,Asperge,Taounate,2020,9.48,4.25,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Maraîchage,Asperge,Tarfaya,2020,10.44,3.61,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Maraîchage,Asperge,Taza,2020,9.29,4.22,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Maraîchage,Asperge,Tiflet,2020,9.66,3.76,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Maraîchage,Asperge,Youssoufia,2020,9.88,4.07,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Maraîchage,Aubergine,Agadir,2020,1980.12,638.22,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Maraîchage,Aubergine,Fes,2020,2088.88,654.24,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Maraîchage,Aubergine,Marrakech,2020,1965.32,597.71,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Maraîchage,Aubergine,Meknes,2020,2134.9,639.44,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Maraîchage,Aubergine,Ouarzazate,2020,2179.09,585.27,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Maraîchage,Aubergine,Oulad Teima,2020,1925.35,585.79,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Maraîchage,Aubergine,Rabat,2020,2266.62,665.35,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Maraîchage,Aubergine,Sefrou,2020,1977.13,703.27,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Maraîchage,Aubergine,Sidi Ifni,2020,1994.1,680.78,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Maraîchage,Aubergine,Skhirate,2020,2178.09,641.02,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Maraîchage,Aubergine,Tanger,2020,2096.81,587.71,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Maraîchage,Aubergine,Taounate,2020,2109.74,586.31,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
Maraîchage,Aubergine,Tarfaya,2020,1953.08,600.87,18,19,16,24,16,1,4,66,10,24,0,sableux,1
Maraîchage,Aubergine,Taza,2020,2239.02,706.38,9,13,5,16,3,1,19,76,10,30,1,argileux,3
Maraîchage,Aubergine,Tiflet,2020,2159.4,631.93,14,18,9,14,8,1,26,80,10,30,0,calcaire,2
Maraîchage,Aubergine,Youssoufia,2020,1956.13,689.3,14,18,10,17,9,1,24,74,10,22,1,limoneux,4
Maraîchage,Autres cultures maraichères,Agadir,2020,4825.26,51.53,17,21,12,16,12,1,20,62,10,17,1,argileux,5
Maraîchage,Autres cultures maraichères,Fes,2020,5257.31,50.54,13,16,9,12,9,2,36,65,10,27,0,sableux,3
Maraîchage,Autres cultures maraichères,Marrakech,2020,5017.67,53.93,15,20,11,12,11,1,19,68,10,15,1,calcaire,2
Maraîchage,Autres cultures maraichères,Meknes,2020,4562.56,46.83,13,17,9,13,8,2,41,74,10,27,0,limoneux,4
Maraîchage,Autres cultures maraichères,Ouarzazate,2020,4824.05,49.05,10,16,5,7,5,1,2,49,10,9,1,sableux,1
Maraîchage,Autres cultures maraichères,Oulad Teima,2020,4695.27,53.11,16,21,11,14,11,1,10,63,10,15,0,argileux,5
Maraîchage,Autres cultures maraichères,Rabat,2020,4967.29,50.01,15,17,13,15,12,1,23,74,10,32,1,calcaire,3
Maraîchage,Autres cultures maraichères,Sefrou,2020,5289.93,46.99,11,14,7,13,6,2,34,66,10,27,0,sableux,2
Maraîchage,Autres cultures maraichères,Sidi Ifni,2020,4886.9,46.62,17,18,15,16,15,1,14,60,10,18,1,argileux,3
Maraîchage,Autres cultures maraichères,Skhirate,2020,4884.01,52.0,15,18,11,15,10,2,42,77,10,30,1,limoneux,4
Maraîchage,Autres cultures maraichères,Tanger,2020,5351.3,44.68,14,16,11,17,10,2,36,80,10,33,0,sableux,5
Maraîchage,Autres cultures maraichères,Taounate,2020,5025.42,53.6,9,13,5,16,3,1,19,76,10,30,1,calcaire,2
